,OportunidadAsignada,Seleccionada1,Comparacion
19256,MEX-5PRE-391A,MEX-5PRE-391A,True
19257,COL-5PP-015A,COL-5PP-15A,False
19258,MUN-5PP-001A,MUN-5PP-001A,True
19259,EUA-5INT-239D,EUA-5INT-001A,False
19260,CZE-V5SA-010A,CZE-V5SA-010A,True
19261,ESP-5INT-058A,ESP-5INT-058A,True
19262,AUS-5SA-049F,AUS-5SA-049F,True
19263,MUN-5PP-001A,MUN-5PP-001A,True
19264,EUA-5INT-353A,SUI-5INT-013B,False
19265,CHL-I5SA-017A,CHL-I5SA-017A,True
19266,MUN-5PP-001A,MUN-5PP-001A,True
19267,ESP-V5SA-010B,ESP-V5SA-010B,True
19268,ESP-C5INT-059,ESP-C5INT-059,True
19269,COR-5INT-005,AUS-5INT-041,False
19270,CAN-V5SA-076A,CAN-V5SA-076A,True
19271,ARG-5INT-022B,ARG-5INT-022B,True
19272,ESP-V5PP-001K,ESP-V5PP-001K,True
19273,DIN-V5SA-003A,DIN-V5SA-003A,True
19274,ESP-5SA-059A,ESP-5SA-059A,True
19275,ESP-5SA-059A,ESP-5SA-059A,True
19276,FRA-5INT-087A,AUS-5INT-049F,False
19277,FRA-5SA-097C,FRA-5SA-097C,True
19278,FRA-5INT-016C,FRA-5INT-016A,False
19279,CAN-V5SA-060E,CAN-V5SA-060E,True
19280,CHN-5INT-014A,CHN-5INT-014A,True
19281,ARG-V5SA-018A,ARG-V5SA-018A,True
19282,ALE-5SA-013,ALE-5SA-013,True
19283,ESP-C5INT-341C,ESP-C5INT-062A,False
19284,ARG-V5SA-018A,ARG-V5SA-018A,True
19285,ARG-V5SA-018A,ARG-V5SA-018A,True
19286,EUA-V5CE-337A,EUA-V5CE-337A,True
19287,ING-V5SA-020C,ING-V5SA-020C,True
19288,ALE-5INT-003,ALE-5INT-003,True
19289,CHL-5INT-029H,CHL-5INT-029H,True
19290,ITA-C5CE-016A,ITA-C5CE-016A,True
19291,ESP-5SA-066,ESP-5SA-066,True
19292,CHL-V5SA-017A,CHL-V5SA-017A,True
19293,DIN-V5SA-111B,DIN-V5SA-111B,True
19294,ESP-5SA-066,ESP-5SA-066,True
19295,FRA-5INT-128B,FRA-5INT-128B,True
19296,CHL-5INT-029H,CHL-5INT-029H,True
19297,DIN-V5SA-111B,DIN-V5SA-111B,True
19298,FRA-5INT-109F,FRA-5INT-109F,True
19299,FRA-5INT-087A,FRA-5INT-087A,True
19300,CZE-V5SA-010T,CZE-V5SA-010T,True
19301,ESP-5SA-066,ESP-5SA-066,True
19302,MUN-5PP-001A,MUN-5PP-001A,True
19303,FRA-5SA-097B,FRA-5SA-097B,True
19304,ITA-5SA-020C,ITA-5SA-020C,True
19305,FRA-5INT-061E,FRA-5INT-061E,True
19306,ESP-5SA-064H,ESP-5SA-064H,True
19307,CHL-5INT-027A,CHL-5INT-027A,True
19308,FRA-5INT-072G,BEL-5INT-010,False
19309,ESP-5SA-068A,ESP-5SA-068A,True
19310,ESP-I5SA-038H,ESP-I5SA-038H,True
19311,ITA-I5SA-020D,ITA-I5SA-020D,True
19312,ITA-I5SA-020D,ITA-I5SA-020D,True
19313,ITA-I5SA-020D,ITA-I5SA-020D,True
19314,ESP-I5SA-027D,ESP-I5SA-027D,True
19315,CHL-I5SA-017A,CHL-I5SA-017A,True
19316,CHL-I5SA-017A,CHL-I5SA-017A,True
19317,CZE-I5SA-011A,CZE-I5SA-011A,True
19318,CZE-I5SA-011A,CZE-I5SA-011A,True
19319,CZE-I5SA-011A,CZE-I5SA-011A,True
19320,HOL-5INT-009,HOL-5INT-009,True
19321,FRA-5INT-016C,FRA-5INT-016C,True
19322,FRA-5INT-071B,FRA-5INT-071B,True
19323,BEL-5INT-010,BEL-5INT-010,True
19324,ESP-5SA-066A,ESP-5SA-066A,True
19325,ESP-5SA-058A,ESP-5INT-062A,False
19326,ESP-5SA-097A,ESP-5INT-062A,False
19327,ESP-5SA-058A,ESP-5SA-058A,True
19328,ESP-5INT-341E,ESP-5INT-341E,True
19329,ESP-5SA-097A,ESP-5SA-097A,True
19330,CHN-5INT-028,CHN-5INT-028,True
19331,ESP-5SA-068A,ESP-5SA-097A,False
19332,FRA-5SA-097B,FRA-5SA-097B,True
19333,ESP-5SA-027C,ESP-5SA-027C,True
19334,FRA-5SA-097B,FRA-5SA-097B,True
19335,ESP-V5SA-038D,ESP-V5SA-038D,True
19336,ESP-V5SA-318B,ESP-V5SA-318B,True
19337,COR-V5SA-009A,COR-V5SA-009A,True
19338,ESP-V5SA-064C,ESP-V5SA-064C,True
19339,FRA-V5SA-039B,FRA-V5SA-039B,True
19340,CAN-3SA-021B,CAN-3SA-021B,True
19341,SUI-3SA-009B,SUI-3SA-009B,True
19342,CAN-3SA-021B,CAN-3SA-021B,True
19343,ALE-3SA-014A,ALE-3SA-014A,True
19344,CAN-3SA-048B,CAN-3SA-048B,True
19345,EUA-5SA-181A,EUA-5SA-181A,True
19346,ALE-V3SA-035A,ALE-V3SA-035A,True
19347,FRA-V3SA-121,FRA-V3SA-121,True
19348,ESP-V3SA-323A,ESP-V3SA-323A,True
19349,CAN-V3SA-080B,CAN-V3SA-080B,True
19350,ESP-V5SA-062J,ESP-V5SA-062J,True
19351,CHI-V3SA-028,CHI-V3SA-028,True
19352,CAN-3SA-021C,CAN-3SA-021C,True
19353,CAN-3SA-021E,CAN-3SA-021E,True
19354,ING-V3SA-005B,ING-V3SA-005B,True
19355,ING-V3SA-005B,ING-V3SA-005B,True
19356,CAN-3SA-008,CAN-3SA-008,True
19357,ESP-V5SA-062J,ESP-V5SA-062J,True
19358,ESP-V5SA-062J,ESP-V5SA-062J,True
19359,CAN-V3SA-010F,CAN-V3SA-010F,True
19360,ESP-V5SA-062J,ESP-V5SA-062J,True
19361,ESP-V5SA-062J,ESP-V5SA-062J,True
19362,CAN-V5SA-063L,CAN-V5SA-063L,True
19363,ESP-V5SA-062J,ESP-V5SA-062J,True
19364,FRA-3SA-096A,FRA-3SA-096A,True
19365,ESP-V5SA-027B,ESP-V5SA-027B,True
19366,EUA-3SA-330B,EUA-3SA-330B,True
19367,ITA-3SA-015B,ITA-3SA-015B,True
19368,ESP-V5SA-062J,ESP-V5SA-062J,True
19369,ESP-5SA-058,ESP-5SA-058,True
19370,ESP-5SA-058,ESP-5SA-058,True
19371,MEX-I3SA-334A,MEX-I3SA-334A,True
19372,MEX-I3SA-336A,MEX-I3SA-336A,True
19373,MEX-I3SA-333A,MEX-I3SA-333A,True
19374,EUA-I5SA-343A,EUA-I5SA-343A,True
19375,CAN-5CE-063,CAN-5CE-063,True
19376,FRA-3SA-008C,FRA-3SA-008C,True
19377,MEX-I3SA-336A,MEX-I3SA-336A,True
19378,SUI-3SA-009A,SUI-3SA-009A,True
19379,ING-3SA-026,ING-3SA-026,True
19380,ITA-3SA-015B,ITA-3SA-015B,True
19381,CAN-V3SA-021F,CAN-V3SA-021F,True
19382,CAN-V3SA-021F,CAN-V3SA-021F,True
19383,CAN-V3SA-021F,CAN-V3SA-021F,True
19384,FRA-V3SA-010I,FRA-V3SA-010I,True
19385,CAN-V3SA-080B,CAN-V3SA-080B,True
19386,CAN-V3SA-008B,CAN-V3SA-008B,True
19387,ESP-V3SA-041D,ESP-V3SA-041D,True
19388,ESP-V3SA-323A,ESP-V3SA-323A,True
19389,ING-3SA-026A,ING-3SA-026A,True
19390,CZE-V3SA-11B,CZE-V3SA-11B,True
19391,SVN-V5SA-001D,SVN-V5SA-001D,True
19392,ESP-V5SA-062J,ESP-V5SA-062J,True
19393,CAN-V3SA-009E,CAN-V3SA-009E,True
19394,CAN-V3SA-021F,CAN-V3SA-021F,True
19395,SVN-V5SA-001D,SVN-V5SA-001D,True
19396,CHN-V3SA-002,CHN-V3SA-002,True
19397,SVN-V5SA-001D,SVN-V5SA-001D,True
19398,CAN-V3SA-010F,CAN-V3SA-010F,True
19399,FRA-3SA-010B,FRA-3SA-010B,True
19400,CAN-5PIE-063A,CAN-5PIE-063A,True
19401,AUS-5SA-049F,AUS-5SA-049F,True
19402,CAN-3SA-001B,CAN-3SA-001B,True
19403,ALE-3SA-035C,ALE-3SA-035C,True
19404,AUS-5SA-049F,AUS-5SA-049F,True
19405,AUS-5SA-049F,AUS-5SA-049F,True
19406,ESP-V5SA-064A,ESP-V5SA-064A,True
19407,CZE-V5SA-010E,CZE-V5SA-010E,True
19408,CZE-V5SA-010E,CZE-V5SA-010E,True
19409,FRA-3SA-010A,FRA-3SA-010A,True
19410,ESP-V5SA-062J,ESP-V5SA-062J,True
19411,ESP-V5SA-062J,ESP-V5SA-062J,True
19412,ITA-3SA-015C,ITA-3SA-015C,True
19413,ESP-V5SA-062J,ESP-V5SA-062J,True
19414,ESP-V5SA-062J,ESP-V5SA-062J,True
19415,CAN-3SA-001B,CAN-3SA-001B,True
19416,CAN-3SA-001B,CAN-3SA-001B,True
19417,CAN-5INT-063,CAN-5INT-063,True
19418,AUS-5SA-049F,AUS-5SA-049F,True
19419,ESP-5INT-333A,ESP-5INT-333A,True
19420,ITA-5CE-016I,ITA-5CE-016I,True
19421,ESP-V5SA-062J,ESP-V5SA-062J,True
19422,ESP-V5SA-062J,ESP-V5SA-062J,True
19423,ESP-5INT-333A,ESP-5INT-333A,True
19424,ESP-V5SA-027G,ESP-V5SA-027G,True
19425,ESP-V5SA-027G,ESP-V5SA-027G,True
19426,ESP-V5SA-027K,ESP-V5SA-027K,True
19427,ESP-V5SA-062J,ESP-V5SA-062J,True
19428,ESP-V5SA-027K,ESP-V5SA-027K,True
19429,IRL-5INT-002B,IRL-5INT-2B,False
19430,IRL-5INT-002B,IRL-5INT-2B,False
19431,ITA-5ID-016,ITA-5ID-016,True
19432,ITA-5CE-016I,ITA-5CE-016I,True
19433,AUS-5SA-049F,AUS-5SA-049F,True
19434,CZE-I5SA-010D,CZE-I5SA-010D,True
19435,AUS-5SA-049F,AUS-5SA-049F,True
19436,ESP-V5SA-027G,ESP-V5SA-027G,True
19437,ESP-V5SA-027G,ESP-V5SA-027G,True
19438,ITA-5CE-016I,ITA-5CE-016I,True
19439,ARG-5INT-015,ARG-5INT-015,True
19440,ESP-5INT-029,ESP-5INT-029,True
19441,ESP-5SA-058A,ESP-5SA-058A,True
19442,ESP-C5SA-330A,ESP-C5SA-330A,True
19443,COL-5INT-005,COL-5INT-005,True
19444,ALE-C5INT-138B,ALE-C5INT-138B,True
19445,ESP-5RC-346A,ESP-5RC-346A,True
19446,ESP-5RC-346A,ESP-5RC-346A,True
19447,ESP-5RC-089A,ESP-5RC-089A,True
19448,FRA-3SA-008C,FRA-3SA-008C,True
19449,ALE-3SA-014B,ALE-3SA-014B,True
19450,FRA-3SA-096A,FRA-3SA-096A,True
19451,ING-V5SA-047,ING-V5SA-047,True
19452,ALE-V3SA-014F,ALE-V3SA-014F,True
19453,FRA-V3SA-010F,FRA-V3SA-010F,True
19454,CAN-V3SA-021F,CAN-V3SA-021F,True
19455,DIN-V3SA-007B,DIN-V3SA-007B,True
19456,DIN-V3SA-007B,DIN-V3SA-007B,True
19457,POL-V3SA-008B,POL-V3SA-008B,True
19458,COR-5INT-020,COR-5INT-020,True
19459,FRA-3SA-010A,FRA-3SA-010A,True
19460,CAN-V3SA-080A,CAN-V3SA-080A,True
19461,SUE-5INT-004,SUE-5INT-004,True
19462,EUA-V3SA-274B,EUA-V3SA-274B,True
19463,EUA-V3SA-274B,EUA-V3SA-274B,True
19464,CAN-V3SA-010F,CAN-V3SA-010F,True
19465,EUA-5PIE-323,EUA-5PIE-323,True
19466,ESP-V5SA-092B,ESP-V5SA-092B,True
19467,CAN-V5SA-063M,CAN-V5SA-063M,True
19468,FRA-3SA-008C,FRA-3SA-008C,True
19469,CHN-V5SA-004C,CHN-V5SA-004C,True
19470,SUI-V5SA-004B,SUI-V5SA-004B,True
19471,ALE-5INP-137,ALE-5INP-137,True
19472,NZL-5INT-008A,ING-5INT-032,False
19473,COR-5INT-020,AUS-5INT-049B,False
19474,URU-I5SA-004B,URU-I5SA-4B,False
19475,MEX-I3SA-325C,MEX-I3SA-325C,True
19476,MEX-I3SA-325C,MEX-I3SA-325C,True
19477,MEX-I3SA-335A,MEX-I3SA-335A,True
19478,FRA-3SA-096A,FRA-3SA-096A,True
19479,EUA-5INT-340A,EUA-5INT-340A,True
19480,AUS-5SA-038C,AUS-5SA-038C,True
19481,ALE-V5SA-147,ALE-V5SA-147,True
19482,ALE-V3SA-014K,ALE-V3SA-014K,True
19483,CAN-V3SA-021F,CAN-V3SA-021F,True
19484,ESP-V3SA-038C,ESP-V3SA-038C,True
19485,CAN-3SA-011A,CAN-3SA-011A,True
19486,FRA-3SA-096A,FRA-3SA-096A,True
19487,ALE-V3SA-325A,ALE-V3SA-325A,True
19488,ALE-V3SA-325A,ALE-V3SA-325A,True
19489,ALE-V3SA-325A,ALE-V3SA-325A,True
19490,CAN-V3SA-078C,CAN-V3SA-078C,True
19491,CZE-V5SA-010D,CZE-V5SA-010D,True
19492,ING-V3SA-002D,ING-V3SA-002D,True
19493,MEX-V5PP-011A,MEX-V5PP-011A,True
19494,JAP-V5SA-018A,JAP-V5SA-18A,False
19495,MEX-V5PP-011A,MEX-V5PP-011A,True
19496,JAP-V5SA-018A,JAP-V5SA-18A,False
19497,JAP-V5SA-018A,JAP-V5SA-18A,False
19498,SVK-V5SA-001E,SVK-V5SA-001E,True
19499,CZE-V5SA-001E,CZE-V5SA-001E,True
19500,ESP-V5SA-064A,ESP-V5SA-064A,True
19501,CAN-V5SA-076A,CAN-V5SA-076A,True
19502,FRA-V3SA-159A,FRA-V3SA-159A,True
19503,JAP-V5SA-018A,JAP-V5SA-18A,False
19504,JAP-V5SA-018A,JAP-V5SA-18A,False
19505,AUS-5INT-048,AUS-5INT-048,True
19506,ALE-5INP-079A,ALE-5INP-079A,True
19507,FRA-V5SA-145,FRA-V5SA-145,True
19508,ALE-5INP-056D,ALE-5INP-056D,True
19509,FRA-5INT-147A,NZL-5INT-008A,False
19510,FRA-5INT-042,SIN-5INT-003,False
19511,ITA-5SA-014A,ITA-5SA-014A,True
19512,CZE-I5SA-010E,CZE-I5SA-010E,True
19513,CZE-I5SA-010E,CZE-I5SA-010E,True
19514,CZE-I5SA-010E,CZE-I5SA-010E,True
19515,FRA-5INT-147A,FRA-5INT-147A,True
19516,CZE-I5SA-010E,CZE-I5SA-010E,True
19517,FRA-5INT-147A,FRA-5INT-147A,True
19518,FRA-5INT-147A,ALE-5INT-138,False
19519,FRA-5INT-147A,FRA-5INT-147A,True
19520,FRA-5INT-147A,CZE-5INT-001,False
19521,ALE-5INT-060,AUS-5INT-049F,False
19522,CAN-V5SA-063O,CAN-V5SA-063O,True
19523,CAN-V5SA-037,CAN-V5SA-037,True
19524,FRA-V5SA-147C,FRA-V5SA-147C,True
19525,ESP-5SA-097G,ESP-5SA-097G,True
19526,ALE-V5SA-127,ALE-V5SA-127,True
19527,CAN-V5SA-076J,CAN-V5SA-076J,True
19528,ING-V5SA-047,ING-V5SA-047,True
19529,JAP-V5SA-018A,JAP-V5SA-18A,False
19530,JAP-V5SA-018A,JAP-V5SA-18A,False
19531,CAN-V5SA-076A,CAN-V5SA-076A,True
19532,CAN-V5SA-076J,CAN-V5SA-076J,True
19533,ALE-5INT-052,ALE-5INT-052,True
19534,FRA-V5SA-147C,FRA-V5SA-147C,True
19535,JAP-V5SA-018A,JAP-V5SA-18A,False
19536,ESP-5SA-068A,ESP-5SA-068A,True
19537,FRA-V5SA-147C,FRA-V5SA-147C,True
19538,MEX-V5EI-357A,MEX-V5EI-357A,True
19539,FRA-V5SA-147C,FRA-V5SA-147C,True
19540,AUT-5INT-9A,AUT-5INT-9A,True
19541,EUA-V5SA-329G,EUA-V5SA-329G,True
19542,ALE-5INP-075E,ALE-5INP-075E,True
19543,ESP-5SA-057A,ESP-5SA-057A,True
19544,MEX-5EI-358A,MEX-5EI-358A,True
19545,AUT-5INT-9A,AUT-5INT-9A,True
19546,ESP-I5SA-027D,ESP-I5SA-027D,True
19547,AUT-5INT-9A,AUT-5INT-9A,True
19548,FRA-5INT-089,FRA-5INT-089,True
19549,ING-I5SA-047A,ING-I5SA-047A,True
19550,DIN-5INT-011,DIN-5INT-005,False
19551,LVA-5INT-001D,LVA-5INT-001D,True
19552,AUS-5INT-046A,AUS-5INT-046A,True
19553,FRA-5INT-147A,FRA-5INT-128B,False
19554,EUA-5PIE-263L,EUA-5PIE-263L,True
19555,ESP-5SA-097G,ESP-5SA-097G,True
19556,CZE-V5SA-001E,CZE-V5SA-001E,True
19557,CZE-V5SA-001I,CZE-V5SA-001I,True
19558,FRA-V5SA-147C,FRA-V5SA-147C,True
19559,CZE-V5SA-010B,CZE-V5SA-010B,True
19560,FRA-V5SA-147C,FRA-V5SA-147C,True
19561,DIN-5INT-005,SIN-5INT-003,False
19562,ESP-V5SA-064B,ESP-V5SA-064B,True
19563,FRA-5INT-147A,DIN-5INT-005,False
19564,CAN-V5SA-076A,CAN-V5SA-076A,True
19565,MEX-V5EI-357B,MEX-V5EI-357B,True
19566,MEX-V5EI-357B,MEX-V5EI-357B,True
19567,MEX-V5PP-011A,MEX-V5PP-011A,True
19568,EUA-5INT-340A,EUA-5INT-340A,True
19569,FRA-V5SA-147C,FRA-V5SA-147C,True
19570,MEX-5PP-011A,MEX-5PP-011A,True
19571,ALE-V5ID-153,ALE-V5ID-153,True
19572,COR-5INT-020,SIN-5INT-002,False
19573,COR-5INT-020,SIN-5INT-003,False
19574,MEX-5EI-352A,MEX-5EI-352A,True
19575,ALE-V5ID-153,ALE-V5ID-153,True
19576,FRA-V5SA-147C,FRA-V5SA-147C,True
19577,ALE-5INT-044,CAN-5INT-099A,False
19578,ALE-5INP-077D,ALE-5INP-077D,True
19579,FRA-5INT-147A,SUE-5INT-014,False
19580,MEX-V5PP-357S,MEX-V5PP-357S,True
19581,MEX-V5PP-357D,MEX-V5PP-357D,True
19582,MEX-V5PP-357D,MEX-V5PP-357D,True
19583,MEX-V5PP-357D,MEX-V5PP-357D,True
19584,SER-V5SA-3A,SER-V5SA-3A,True
19585,ALE-5INP-077D,ALE-5INP-077D,True
19586,CAN-5INT-063D,CAN-5INT-063D,True
19587,AUS-5SA-046A,AUS-5SA-046A,True
19588,MEX-5EI-352A,MEX-5EI-352A,True
19589,ESP-5INT-102A,ALE-5INT-044,False
19590,MEX-5PP-011A,MEX-5PP-011A,True
19591,MEX-5PRE-391A,MEX-5PRE-391A,True
19592,JAP-C5INT-018A,SIN-C5INT-003,False
19593,MEX-V5PP-005A,MEX-V5PP-005A,True
19594,MEX-V5PP-005V,MEX-V5PP-005V,True
19595,MEX-V5PP-005V,MEX-V5PP-005V,True
19596,MEX-V5PP-005B,MEX-V5PP-005B,True
19597,MEX-V5PP-005B,MEX-V5PP-005B,True
19598,MUN-5PP-001A,MUN-5PP-001A,True
19599,ALE-5INT-344A,ALE-5INT-138B,False
19600,ESP-5SA-097G,ESP-5INT-093K,False
19601,CAN-V5SA-019,CAN-V5SA-019,True
19602,CAN-3SA-010A,CAN-3SA-010A,True
19603,ALE-3SA-014A,ALE-3SA-014A,True
19604,SUI-3SA-009D,SUI-3SA-009D,True
19605,ING-3SA-026,ING-3SA-026,True
19606,CAN-V3SA-021J,CAN-V3SA-021J,True
19607,CAN-V3SA-021F,CAN-V3SA-021F,True
19608,ESP-V3SA-038C,ESP-V3SA-038C,True
19609,FRA-V3SA-043,FRA-V3SA-043,True
19610,ING-V3SA-005B,ING-V3SA-005B,True
19611,ESP-V3SA-323A,ESP-V3SA-323A,True
19612,BEL-V5SA-002,BEL-V5SA-002,True
19613,CHL-V5SA-012B,CHL-V5SA-012B,True
19614,ESP-5SA-068B,ESP-5SA-068B,True
19615,ESP-5SA-093I,ESP-5SA-093I,True
19616,ESP-5INT-093C,ESP-5INT-093C,True
19617,ESP-5INT-029,ITA-5INT-020,False
19618,MEX-I3SA-335A,MEX-I3SA-335A,True
19619,MEX-I3SA-333A,MEX-I3SA-333A,True
19620,SUI-3SA-009A,SUI-3SA-009A,True
19621,SUI-3SA-009A,SUI-3SA-009A,True
19622,ALE-3SA-014C,ALE-3SA-014C,True
19623,FRA-3SA-152A,FRA-3SA-152A,True
19624,ESP-5SA-093I,ESP-5SA-093I,True
19625,ESP-5PP-071A,ESP-5PP-071A,True
19626,AUS-5INT-049A,AUS-5INT-049A,True
19627,CAN-V3SA-021F,CAN-V3SA-021F,True
19628,ESP-V3SA-038H,ESP-V3SA-038H,True
19629,FRA-V3SA-010I,FRA-V3SA-010I,True
19630,FRA-V3SA-010I,FRA-V3SA-010I,True
19631,ITA-V3SA-015G,ITA-V3SA-015G,True
19632,CAN-3SA-008,CAN-3SA-008,True
19633,FRA-V5SA-153A,FRA-V5SA-153A,True
19634,FRA-V3SA-016,FRA-V3SA-016,True
19635,ESP-3SA-027A,ESP-3SA-027A,True
19636,ITA-V5SA-020E,ITA-V5SA-020E,True
19637,CZE-V3SA-11B,CZE-V3SA-11B,True
19638,CZE-V3SA-11B,CZE-V3SA-11B,True
19639,DIN-V3SA-007B,DIN-V3SA-007B,True
19640,MEX-V3SA-344C,MEX-V3SA-344C,True
19641,SVK-V5SA-001D,SVK-V5SA-001D,True
19642,CAN-V5SA-063O,CAN-V5SA-063O,True
19643,MEX-V5PP-011A,MEX-V5PP-011A,True
19644,ITA-V3SA-004A,ITA-V3SA-004A,True
19645,CAN-V3SA-100A,CAN-V3SA-100A,True
19646,ITA-V5SA-48A,ITA-V5SA-48A,True
19647,ITA-V5SA-48A,ITA-V5SA-48A,True
19648,ITA-V5SA-020E,ITA-V5SA-020E,True
19649,EUA-V5SA-066A,EUA-V5SA-066A,True
19650,ESP-5INT-080C,ESP-5INT-080C,True
19651,ESP-5SA-057A,ESP-5SA-057A,True
19652,ESP-5SA-068B,ESP-5SA-068B,True
19653,COR-5INT-025B,POL-5INT-009A,False
19654,ESP-5SA-097D,ESP-5SA-097D,True
19655,ESP-5SA-068B,ESP-5SA-068B,True
19656,CHL-I5SA-017F,CHL-I5SA-017F,True
19657,ALE-3SA-327B,ALE-3SA-327B,True
19658,SUI-3SA-009A,SUI-3SA-009A,True
19659,ALE-3SA-014C,ALE-3SA-014C,True
19660,ALE-3SA-014C,ALE-3SA-014C,True
19661,CAN-3SA-001B,CAN-3SA-001B,True
19662,CAN-5SA-063A,CAN-5SA-063A,True
19663,FRA-5INT-057D,FRA-5INT-057D,True
19664,SUI-3SA-009A,SUI-3SA-009A,True
19665,FRA-V5SA-057E,FRA-V5SA-057E,True
19666,FRA-V5SA-057E,FRA-V5SA-057E,True
19667,FRA-V5SA-057E,FRA-V5SA-057E,True
19668,FRA-V5SA-057E,FRA-V5SA-057E,True
19669,FRA-V5SA-057E,FRA-V5SA-057E,True
19670,ALE-3SA-014C,ALE-3SA-014C,True
19671,FRA-V5SA-153A,FRA-V5SA-153A,True
19672,ESP-V5SA-027K,ESP-V5SA-027K,True
19673,CHL-5INT-023,ESP-5INT-097C,False
19674,FRA-V5SA-057E,FRA-V5SA-057E,True
19675,ESP-5SA-068B,ESP-5SA-068B,True
19676,CAN-V5ID-034K,CAN-V5ID-034K,True
19677,FRA-V5SA-057E,FRA-V5SA-057E,True
19678,POL-V5SA-008A,POL-V5SA-008A,True
19679,ITA-V5SA-020E,ITA-V5SA-020E,True
19680,ESP-V5SA-027K,ESP-V5SA-027K,True
19681,MEX-V5SA-259A,MEX-V5SA-259A,True
19682,FRA-V5SA-057E,FRA-V5SA-057E,True
19683,ESP-5SA-097D,ESP-5SA-097D,True
19684,CAN-3SA-001B,CAN-3SA-001B,True
19685,ALE-5INP-005F,ALE-5INP-005F,True
19686,ALE-5INP-078,ALE-5INP-078,True
19687,CHL-5INT-001H,CHL-5INT-001H,True
19688,CAN-5SA-063A,CAN-5SA-063A,True
19689,ESP-5SA-068B,ESP-5SA-068B,True
19690,ESP-5SA-071A,ESP-5SA-071A,True
19691,ESP-5INT-088B,ESP-5INT-088B,True
19692,ESP-5SA-071A,ESP-5SA-071A,True
19693,EUA-5INT-239A,EUA-5INT-239A,True
19694,ESP-5INT-088B,ESP-5INT-094I,False
19695,CAN-5CE-063,CAN-5CE-063,True
19696,FRA-V5SA-086B,FRA-V5SA-086B,True
19697,ESP-5SA-097D,ESP-5SA-097D,True
19698,ESP-5SA-097D,ESP-5SA-097D,True
19699,FRA-V5SA-086B,FRA-V5SA-086B,True
19700,FRA-V5SA-086B,FRA-V5SA-086B,True
19701,ESP-5SA-097D,ESP-5SA-097D,True
19702,CAN-5SA-063A,CAN-5SA-063A,True
19703,CAN-V5SA-063O,CAN-V5SA-063O,True
19704,ESP-V5SA-095E,ESP-V5SA-095E,True
19705,ITA-V5SA-020E,ITA-V5SA-020E,True
19706,CAN-V5SA-063O,CAN-V5SA-063O,True
19707,CZE-V5SA-010G,CZE-V5SA-010G,True
19708,ESP-V5SA-318A,ESP-V5SA-318A,True
19709,ITA-V5SA-016E,ITA-V5SA-016E,True
19710,CAN-V5SA-076A,CAN-V5SA-076A,True
19711,ESP-5INT-027A,ESP-5INT-027A,True
19712,ESP-5SA-097D,ESP-5SA-097D,True
19713,IRL-5CE-002A,IRL-5CE-002A,True
19714,COL-5INT-014D,COL-5INT-014D,True
19715,IRL-5SA-002A,IRL-5SA-002A,True
19716,CZE-V5SA-010G,CZE-V5SA-010G,True
19717,CZE-V5SA-010G,CZE-V5SA-010G,True
19718,IRL-5CE-002A,IRL-5CE-002A,True
19719,ESP-5SA-097D,ESP-5SA-097D,True
19720,MEX-5PP-011A,MEX-5PP-011A,True
19721,IRL-5SA-002A,IRL-5SA-002A,True
19722,COL-I5SA-013F,COL-I5SA-013F,True
19723,CZE-V5SA-010A,CZE-V5SA-010A,True
19724,SVK-V5SA-001F,SVK-V5SA-001F,True
19725,ESP-5SA-058,ESP-5SA-058,True
19726,SVN-V5SA-001D,SVN-V5SA-001D,True
19727,ESP-V5SA-338A,ESP-V5SA-338A,True
19728,ESP-V5SA-027G,ESP-V5SA-027G,True
19729,CHL-I5SA-017F,CHL-I5SA-017F,True
19730,CAN-V5SA-063A,CAN-V5SA-063A,True
19731,CAN-V5SA-063A,CAN-V5SA-063A,True
19732,SVN-V5SA-001D,SVN-V5SA-001D,True
19733,ESP-V5SA-027K,ESP-V5SA-027K,True
19734,ESP-V5SA-338A,ESP-V5SA-338A,True
19735,CAN-V5SA-063S,CAN-V5SA-063S,True
19736,CAN-V5SA-063A,CAN-V5SA-063A,True
19737,CAN-V5SA-063Q,CAN-V5SA-063Q,True
19738,ESP-V5SA-027K,ESP-V5SA-027K,True
19739,ESP-5SA-097D,ESP-5SA-097D,True
19740,ESP-5SA-097D,ESP-5SA-097D,True
19741,ITA-5SA-020C,ITA-5SA-020C,True
19742,ESP-5SA-097D,ESP-5SA-330A,False
19743,AUS-5INT-046B,AUS-5INT-049F,False
19744,ESP-V5SA-027K,ESP-V5SA-027K,True
19745,ESP-C5SA-068B,ESP-C5SA-068B,True
19746,FRA-V5SA-153A,FRA-V5SA-153A,True
19747,EUA-5EI-359C,EUA-5EI-359C,True
19748,ESP-C5SA-097D,ESP-C5SA-097D,True
19749,FRA-5INT-057C,DIN-5INT-005,False
19750,ESP-5INT-097C,ESP-5INT-094M,False
19751,ITA-5CE-016I,ITA-5CE-016I,True
19752,ESP-V5SA-027K,ESP-V5SA-027K,True
19753,CAN-3SA-021C,CAN-3SA-021C,True
19754,FRA-5DD-036,FRA-5DD-036,True
19755,FRA-5DD-036,FRA-5DD-036,True
19756,CAN-5CE-063,CAN-5CE-063,True
19757,ITA-5SA-020A,ITA-5SA-020A,True
19758,ALE-5INP-075E,ALE-5INP-075E,True
19759,ALE-5INP-005I,ALE-5INP-005I,True
