,OportunidadAsignada,Seleccionada1,Comparacion
516,CZE-I5SA-010E,CZE-I5SA-010E,True
517,CZE-I5SA-010E,CZE-I5SA-010E,True
518,HOL-5INT-007A,HOL-5INT-007A,True
519,CZE-I5SA-010E,CZE-I5SA-010E,True
520,CZE-V5SA-001I,CZE-V5SA-001I,True
521,COR-V5SA-025A,COR-V5SA-025A,True
522,FRA-V5SA-147C,FRA-V5SA-147C,True
523,CZE-V5SA-001I,CZE-V5SA-001I,True
524,MEX-V5PP-357B,MEX-V5PP-357B,True
525,ESP-5PEI-027A,ESP-5PEI-027A,True
526,CHL-I5SA-017A,CHL-I5SA-017A,True
527,CHL-I5SA-017A,CHL-I5SA-017A,True
528,FRA-5INT-050,FRA-5INT-050,True
529,EUA-V5SA-338A,EUA-V5SA-338A,True
530,CAN-V5SA-079C,CAN-V5SA-079C,True
531,AUS-5SA-032E,AUS-5SA-032E,True
532,FRA-V5SA-147C,FRA-V5SA-147C,True
533,CAN-V5SA-076A,CAN-V5SA-076A,True
534,MEX-V5PP-357R,MEX-V5PP-357R,True
535,MEX-V5PP-357S,MEX-V5PP-357S,True
536,MEX-V5PP-357S,MEX-V5PP-357S,True
537,MEX-V5PP-357S,MEX-V5PP-357S,True
538,MEX-V5PP-357X,MEX-V5PP-357X,True
539,MEX-V5PP-357X,MEX-V5PP-357X,True
540,MEX-V5PP-357V,MEX-V5PP-357V,True
541,MEX-V5PP-357I,MEX-V5PP-357I,True
542,MEX-V5PP-357G,MEX-V5PP-357G,True
543,MEX-V5PP-357I,MEX-V5PP-357I,True
544,MEX-V5PP-357G,MEX-V5PP-357G,True
545,MEX-V5PP-357G,MEX-V5PP-357G,True
546,MEX-V5PP-357G,MEX-V5PP-357G,True
547,MEX-V5PP-357G,MEX-V5PP-357G,True
548,MEX-V5PP-357D,MEX-V5PP-357D,True
549,MEX-V5PP-357D,MEX-V5PP-357D,True
550,MEX-V5PP-357S,MEX-V5PP-357S,True
551,MEX-V5PP-357D,MEX-V5PP-357D,True
552,MEX-V5PP-357G,MEX-V5PP-357G,True
553,MEX-V5PP-357R,MEX-V5PP-357R,True
554,MEX-V5PP-357Z,MEX-V5PP-357Z,True
555,CAN-V5SA-079C,CAN-V5SA-079C,True
556,MEX-V5PP-357H,MEX-V5PP-357H,True
557,CAN-V5SA-060F,CAN-V5SA-060F,True
558,MEX-V5PP-357H,MEX-V5PP-357H,True
559,MEX-V5PP-025A,MEX-V5PP-025A,True
560,CHN-5INT-027A,CHN-5INT-027A,True
561,CAN-5SA-079A,CAN-5SA-079A,True
562,MEX-5PP-001G,MEX-5PP-001G,True
563,MEX-5PP-358A,MEX-5PP-358A,True
564,MEX-5PP-252A,MEX-5PP-252A,True
565,MEX-V5PP-357K,MEX-V5PP-357K,True
566,CZE-I5SA-010E,CZE-I5SA-010E,True
567,MEX-5PP-358A,MEX-5PP-358A,True
568,MEX-V5PP-357D,MEX-V5PP-357D,True
569,EUA-5INT-295A,EUA-5INT-295A,True
570,FIN-5INT-005,FIN-5INT-026,False
571,MEX-5PP-001A,MEX-5PP-001A,True
572,MEX-5PP-001A,MEX-5PP-001A,True
573,CAN-5SA-063K,CAN-5SA-063K,True
574,EUA-5PIE-315A,EUA-5PIE-315A,True
575,ESP-5INT-340B,ESP-5INT-340B,True
576,EUA-C5INT-325A,SIN-5INT-003,False
577,CAN-V5SA-060F,CAN-V5SA-060F,True
578,JAP-V5SA-018A,JAP-V5SA-18A,False
579,COL-I5SA-013F,COL-I5SA-013F,True
580,ITA-I5SA-016B,ITA-I5SA-016B,True
581,CZE-I5SA-010E,CZE-I5SA-010E,True
582,MEX-V5PP-357L,MEX-V5PP-357L,True
583,SUE-5INT-003E,SUE-5INT-003E,True
584,MEX-5PP-358A,MEX-5PP-358A,True
585,MEX-V5PP-357B,MEX-V5PP-357B,True
586,MEX-5PP-358A,MEX-5PP-358A,True
587,MEX-V5PP-357X,MEX-V5PP-357X,True
588,MEX-V5PP-357H,MEX-V5PP-357H,True
589,MEX-V5PP-357I,MEX-V5PP-357I,True
590,MEX-V5PP-357O,MEX-V5PP-357O,True
591,MEX-5PP-358A,MEX-5PP-358A,True
592,MEX-V5PP-357I,MEX-V5PP-357I,True
593,CAN-V3SA-021F,CAN-V3SA-021F,True
594,MEX-V5PP-357I,MEX-V5PP-357I,True
595,MEX-5PP-001D,MEX-5PP-001D,True
596,MEX-V5EI-357B,MEX-V5EI-357B,True
597,MEX-V5PP-357I,MEX-V5PP-357I,True
598,MEX-5PP-358A,MEX-5PP-358A,True
599,RUS-I5SA-004A,RUS-I5SA-004A,True
600,MEX-V5PP-357I,MEX-V5PP-357I,True
601,MEX-V5PP-357I,MEX-V5PP-357I,True
602,MEX-V5PP-357D,MEX-V5PP-357D,True
603,RUS-I5SA-004A,RUS-I5SA-004A,True
604,CZE-I5SA-011E,CZE-I5SA-011E,True
605,RUS-I5SA-004A,RUS-I5SA-004A,True
606,RUS-I5SA-004A,RUS-I5SA-004A,True
607,RUS-I5SA-004A,RUS-I5SA-004A,True
608,COR-5SA-028A,COR-5SA-028A,True
609,ESP-5SA-068G,ESP-5SA-068G,True
610,EUA-C5EI-020B,EUA-C5INT-325A,False
611,ESP-V5SA-010B,ESP-V5SA-010B,True
612,CRO-V5SA-003N,CRO-V5SA-003N,True
613,CHL-5INT-026A,CHL-5INT-026A,True
614,MUN-V5PP-001L,MUN-V5PP-001L,True
615,MUN-V5PP-001L,MUN-V5PP-001L,True
616,DIN-V5SA-111B,DIN-V5SA-111B,True
617,EUA-C5PP-252B,EUA-C5PP-252B,True
618,MEX-V5PP-005B,MEX-V5PP-005B,True
619,MEX-V5PP-005B,MEX-V5PP-005B,True
620,MEX-V5PP-005B,MEX-V5PP-005B,True
621,MEX-V5PP-005B,MEX-V5PP-005B,True
622,MEX-V5PP-005B,MEX-V5PP-005B,True
623,MEX-V5PP-005C,MEX-V5PP-005C,True
624,MEX-V5PP-005G,MEX-V5PP-005G,True
625,MEX-V5PP-005H,MEX-V5PP-005H,True
626,MEX-V5PP-005H,MEX-V5PP-005H,True
627,MEX-V5PP-005H,MEX-V5PP-005H,True
628,MEX-V5PP-005J,MEX-V5PP-005J,True
629,MEX-V5PP-005K,MEX-V5PP-005K,True
630,MEX-V5PP-005H,MEX-V5PP-005H,True
631,MEX-V5PP-005L,MEX-V5PP-005L,True
632,MEX-V5PP-005I,MEX-V5PP-005I,True
633,MEX-V5PP-005M,MEX-V5PP-005M,True
634,MEX-V5PP-005K,MEX-V5PP-005K,True
635,MEX-V5PP-005H,MEX-V5PP-005H,True
636,MEX-V5PP-005H,MEX-V5PP-005H,True
637,MEX-V5PP-005H,MEX-V5PP-005H,True
638,MEX-V5PP-005C,MEX-V5PP-005C,True
639,MEX-V5PP-005B,MEX-V5PP-005B,True
640,MEX-V5PP-005B,MEX-V5PP-005B,True
641,MEX-V5PP-005B,MEX-V5PP-005B,True
642,MEX-V5PP-005S,MEX-V5PP-005S,True
643,MEX-V5PP-005I,MEX-V5PP-005I,True
644,MEX-V5PP-005V,MEX-V5PP-005V,True
645,MEX-V5PP-005V,MEX-V5PP-005V,True
646,MEX-V5PP-005V,MEX-V5PP-005V,True
647,MEX-V5PP-005V,MEX-V5PP-005V,True
648,MEX-V5PP-005V,MEX-V5PP-005V,True
649,MEX-V5PP-005V,MEX-V5PP-005V,True
650,MEX-V5PP-005V,MEX-V5PP-005V,True
651,MEX-V5PP-005B,MEX-V5PP-005B,True
652,MEX-V5PP-005H,MEX-V5PP-005H,True
653,COL-5PP-015B,COL-5PP-015B,True
654,MEX-V5PP-357V,MEX-V5PP-357V,True
655,MEX-V5PP-005V,MEX-V5PP-005V,True
656,MEX-V5PP-005B,MEX-V5PP-005B,True
657,MEX-V5PP-005V,MEX-V5PP-005V,True
658,SUE-5INT-017,COR-5INT-007,False
659,FIN-5INT-027A,FIN-5INT-027A,True
660,CAN-5EI-211M,CAN-5EI-211M,True
661,EUA-5INT-262A,EUA-5INT-262A,True
662,JAP-I5PP-001A,JAP-I5PP-001A,True
663,CZE-I5SA-011A,CZE-I5SA-011A,True
664,ESP-5INT-001F,ESP-5INT-001F,True
665,ALE-5INT-031B,ALE-5INT-038,False
666,ESP-5INT-001F,ESP-5INT-001E,False
667,ESP-V5SA-062J,ESP-V5SA-062J,True
668,CRO-V5SA-003C,CRO-V5SA-003C,True
669,CZE-V5SA-011U,CZE-V5SA-011U,True
670,CZE-5INT-001,CZE-5INT-001,True
671,COR-5SA-009,COR-5SA-009,True
672,RUS-V5SA-004A,RUS-V5SA-4A,False
673,DIN-V3SA-007B,DIN-V3SA-007B,True
674,ALE-V3SA-035A,ALE-V3SA-035A,True
675,CHN-V3SA-015F,CHN-V3SA-015F,True
676,CHN-V3SA-015F,CHN-V3SA-015F,True
677,FRA-V3SA-075C,FRA-V3SA-075C,True
678,RUS-V5SA-004A,RUS-V5SA-4A,False
679,POL-V3SA-008B,POL-V3SA-008B,True
680,JAP-V3SA-015A,JAP-V3SA-015A,True
681,ALE-V3SA-035B,ALE-V3SA-035B,True
682,CAN-V3SA-98B,CAN-V3SA-98B,True
683,EUA-V3SA-249,EUA-V3SA-249,True
684,EUA-5PIE-223,EUA-5PIE-223,True
685,EUA-5PIE-223,EUA-5PIE-223,True
686,COR-V5SA-025,COR-V5SA-025,True
687,ING-3SA-002B,ING-3SA-002B,True
688,ESP-I5SA-027C,ESP-I5SA-027C,True
689,ING-3SA-005,ING-3SA-005,True
690,ALE-5INT-109B,CZE-5INT-001,False
691,ESP-5INT-110A,ESP-5INT-110A,True
692,ALE-V3SA-014K,ALE-V3SA-014K,True
693,CAN-V3SA-080B,CAN-V3SA-080B,True
694,CAN-V3SA-008B,CAN-V3SA-008B,True
695,ALE-3SA-324B,ALE-3SA-324B,True
696,CAN-V3SA-010F,CAN-V3SA-010F,True
697,CAN-V3SA-010F,CAN-V3SA-010F,True
698,CAN-V3SA-010F,CAN-V3SA-010F,True
699,CAN-V3SA-010F,CAN-V3SA-010F,True
700,FRA-V3SA-016,FRA-V3SA-016,True
701,FRA-3SA-096A,FRA-3SA-096A,True
702,ING-3SA-026A,ING-3SA-026A,True
703,CAN-5INT-099A,CAN-5INT-99A,False
704,DIN-V3SA-007B,DIN-V3SA-007B,True
705,ALE-V3SA-324A,ALE-V3SA-324A,True
706,ITA-V3SA-025,ITA-V3SA-025,True
707,FRA-V3SA-121,FRA-V3SA-121,True
708,ALE-V3SA-035A,ALE-V3SA-035A,True
709,ALE-V3SA-035A,ALE-V3SA-035A,True
710,ALE-V3SA-035A,ALE-V3SA-035A,True
711,CAN-3SA-009C,CAN-3SA-009C,True
712,CAN-3SA-009C,CAN-3SA-009C,True
713,CAN-3SA-009C,CAN-3SA-009C,True
714,ALE-V3SA-035A,ALE-V3SA-035A,True
715,ESP-V5SA-062J,ESP-V5SA-062J,True
716,CZE-V5SA-001E,CZE-V5SA-001E,True
717,NOR-5INT-002A,FIN-5INT-004A,False
718,CAN-V3SA-099B,CAN-V3SA-099B,True
719,CAN-V3SA-099B,CAN-V3SA-099B,True
720,CZE-V5SA-010D,CZE-V5SA-010D,True
721,JAP-V3SA-015B,JAP-V3SA-015B,True
722,FIN-V5SA-027B,FIN-V5SA-27B,False
723,FRA-V5SA-145,FRA-V5SA-145,True
724,JAP-V3SA-015B,JAP-V3SA-015B,True
725,CAN-V3SA-100A,CAN-V3SA-100A,True
726,FRA-V5SA-145,FRA-V5SA-145,True
727,ESP-V5SA-063A,ESP-V5SA-063A,True
728,CAN-V5SA-076H,CAN-V5SA-076H,True
729,CAN-V5SA-063O,CAN-V5SA-063O,True
730,CZE-V5SA-001I,CZE-V5SA-001I,True
731,FRA-V5SA-145,FRA-V5SA-145,True
732,CZE-I5SA-010E,CZE-I5SA-010E,True
733,CZE-I5SA-010E,CZE-I5SA-010E,True
734,TUR-5INT-002,TUR-5INT-002,True
735,CZE-I5SA-010E,CZE-I5SA-010E,True
736,CAN-3SA-001B,CAN-3SA-001B,True
737,ESP-5INT-097B,ESP-5INT-097B,True
738,FRA-5INT-147A,FRA-5INT-147A,True
739,ING-I5SA-047A,ING-I5SA-047A,True
740,CAN-5INT-071,CAN-5INT-071,True
741,FRA-3SA-008C,FRA-3SA-008C,True
742,COR-5INT-029A,COR-5INT-029A,True
743,FRA-V5SA-147C,FRA-V5SA-147C,True
744,CZE-V5SA-010B,CZE-V5SA-010B,True
745,ESP-V5SA-064A,ESP-V5SA-064A,True
746,CZE-V5SA-001I,CZE-V5SA-001I,True
747,CHN-3SA-015C,CHN-3SA-015C,True
748,FRA-V5SA-147C,FRA-V5SA-147C,True
749,CAN-V5SA-076A,CAN-V5SA-076A,True
750,FRA-V5SA-147C,FRA-V5SA-147C,True
751,FRA-V5SA-147C,FRA-V5SA-147C,True
752,FRA-V5SA-147C,FRA-V5SA-147C,True
753,MEX-V5PP-011A,MEX-V5PP-011A,True
754,MEX-V5PP-342A,MEX-V5PP-342A,True
755,MEX-V5PP-342A,MEX-V5PP-342A,True
756,ESP-V5SA-064A,ESP-V5SA-064A,True
757,CAN-V5SA-076J,CAN-V5SA-076J,True
758,FRA-V5SA-147C,FRA-V5SA-147C,True
759,MEX-V5PP-342A,MEX-V5PP-342A,True
760,CZE-V5SA-001I,CZE-V5SA-001I,True
761,CAN-V5SA-063O,CAN-V5SA-063O,True
762,CZE-V5SA-001I,CZE-V5SA-001I,True
763,CAN-3SA-048E,CAN-3SA-048E,True
764,MEX-V5PP-342A,MEX-V5PP-342A,True
765,COR-5INT-029A,CAN-5INT-013G,False
766,ING-I5SA-047A,ING-I5SA-047A,True
767,COR-5INT-028,COR-5INT-028,True
768,CZE-I5SA-010E,CZE-I5SA-010E,True
769,FRA-5INT-020B,CAN-5INT-099A,False
770,ESP-5INT-063,ESP-5INT-063,True
771,ING-I5SA-047A,ING-I5SA-047A,True
772,CZE-I5SA-010E,CZE-I5SA-010E,True
773,CZE-V5SA-001I,CZE-V5SA-001I,True
774,CZE-V5SA-001I,CZE-V5SA-001I,True
775,FRA-V5SA-147C,FRA-V5SA-147C,True
776,JAP-V5SA-018A,JAP-V5SA-18A,False
777,CZE-V5SA-001I,CZE-V5SA-001I,True
778,ESP-V5SA-318A,ESP-V5SA-318A,True
779,ESP-V5SA-318A,ESP-V5SA-318A,True
780,FRA-5INT-147A,FRA-5INT-147A,True
781,CZE-V5SA-001I,CZE-V5SA-001I,True
782,FRA-V5SA-147C,FRA-V5SA-147C,True
783,CAN-V5SA-076H,CAN-V5SA-076H,True
784,FRA-V5SA-147C,FRA-V5SA-147C,True
785,MEX-V5PP-342A,MEX-V5PP-342A,True
786,ESP-V5SA-321A,ESP-V5SA-321A,True
787,COL-5INT-013,COL-5INT-013,True
788,ESP-5SA-097G,ESP-5SA-097G,True
789,MEX-V5PP-342A,MEX-V5PP-342A,True
790,ESP-5SA-063G,ESP-5SA-063G,True
791,EUA-5INT-340A,EUA-5INT-340A,True
792,BEL-V5SA-008A,BEL-V5SA-008A,True
793,HOL-5INT-007A,AUT-5INT-9A,False
794,ESP-V5SA-062J,ESP-V5SA-062J,True
795,COL-5INT-013,COL-5INT-013,True
796,CZE-5INT-001B,CZE-5INT-001B,True
797,AUS-5SA-046A,AUS-5SA-046A,True
798,MEX-V5PP-342A,MEX-V5PP-342A,True
799,CAN-V5SA-211B,CAN-V5SA-211B,True
800,COL-5INT-014D,COL-5INT-014D,True
801,FRA-5INT-033B,FRA-5INT-033B,True
802,MEX-V5PP-011A,MEX-V5PP-011A,True
803,HOL-C5INT-007A,HOL-C5INT-007A,True
804,AUS-5SA-032E,AUS-5SA-032E,True
805,COL-5INT-014E,COL-5INT-014E,True
806,CHN-5INT-230C,COR-5INT-029A,False
807,CZE-I5SA-010E,CZE-I5SA-010E,True
808,ITA-I5SA-016C,ITA-I5SA-016C,True
809,BEL-C5INT-007C,BEL-C5INT-007C,True
810,SVK-V5SA-001F,SVK-V5SA-001F,True
811,MEX-5PRE-391A,MEX-5PRE-391A,True
812,RUS-I5SA-004A,RUS-I5SA-004A,True
813,CRO-I5SA-003A,CRO-I5SA-003A,True
814,POL-5INT-009A,POL-5INT-009A,True
815,EUA-5INT-325A,EUA-5INT-325A,True
816,NOR-5INT-002A,NOR-5INT-002A,True
817,MUN-V5PP-001L,MUN-V5PP-001L,True
818,MEX-5EI-352A,MEX-5EI-352A,True
819,ESP-5SA-097G,ESP-5SA-097G,True
820,EUA-V5PIE-223A,EUA-V5PIE-223A,True
821,HOL-5INT-018,ALE-5INT-003,False
822,FRA-5INT-072B,FRA-5INT-072B,True
823,ESP-5SA-057A,ESP-5SA-057A,True
824,ESP-5SA-057A,ESP-5SA-057A,True
825,CHN-5SA-004A,CHN-5SA-019,False
826,CHL-5INT-027,CHL-5INT-024,False
827,FRA-5INT-070,FRA-5INT-070,True
828,ALE-3SA-014B,ALE-3SA-014B,True
829,CAN-3SA-021B,CAN-3SA-021B,True
830,ING-3SA-026,ING-3SA-026,True
831,CAN-3SA-011A,CAN-3SA-011A,True
832,FRA-3SA-008C,FRA-3SA-008C,True
833,ITA-3SA-015A,ITA-3SA-015A,True
834,CAN-3SA-008,CAN-3SA-008,True
835,EUA-5PIE-311A,EUA-5PIE-311A,True
836,EUA-V5SA-069,EUA-V5SA-069,True
837,CZE-V5SA-001D,CZE-V5SA-001D,True
838,CZE-V5SA-010B,CZE-V5SA-010B,True
839,FRA-V3SA-010G,FRA-V3SA-010G,True
840,FRA-V3SA-010I,FRA-V3SA-010I,True
841,FRA-V3SA-010I,FRA-V3SA-010I,True
842,FRA-V3SA-010I,FRA-V3SA-010I,True
843,CAN-V3SA-021H,CAN-V3SA-021H,True
844,CAN-V3SA-021J,CAN-V3SA-021J,True
845,CAN-V3SA-021F,CAN-V3SA-021F,True
846,ITA-V3SA-015K,ITA-V3SA-015K,True
847,CZE-V5SA-007,CZE-V5SA-007,True
848,SIN-V5SA-002B,SIN-V5SA-002B,True
849,ESP-V3SA-038H,ESP-V3SA-038H,True
850,ALE-V3SA-035A,ALE-V3SA-035A,True
851,FRA-V3SA-010I,FRA-V3SA-010I,True
852,FRA-V3SA-121,FRA-V3SA-121,True
853,CZE-V5SA-010B,CZE-V5SA-010B,True
854,ESP-V3SA-323A,ESP-V3SA-323A,True
855,EUA-V3SA-274B,EUA-V3SA-274B,True
856,ESP-V3SA-323A,ESP-V3SA-323A,True
857,ESP-V5SA-062F,ESP-V5SA-062F,True
858,ING-3SA-002B,ING-3SA-002B,True
859,ESP-V5SA-321A,ESP-V5SA-321A,True
860,ESP-V5SA-075,ESP-V5SA-075,True
861,ESP-V5SA-075,ESP-V5SA-075,True
862,ESP-V5SA-075,ESP-V5SA-075,True
863,EUA-V5SA-274A,EUA-V5SA-274A,True
864,CAN-V3SA-080A,CAN-V3SA-080A,True
865,FRA-V3SA-014A,FRA-V3SA-014A,True
866,SVK-V5SA-001D,SVK-V5SA-001D,True
867,MEX-V5SA-258A,MEX-V5SA-258A,True
868,ING-V5SA-049,ING-V5SA-049,True
869,FRA-V3SA-043,FRA-V3SA-043,True
870,ESP-V3SA-323A,ESP-V3SA-323A,True
871,ALE-V3SA-035B,ALE-V3SA-035B,True
872,FRA-3SA-010A,FRA-3SA-010A,True
873,CHN-V3SA-002,CHN-V3SA-002,True
874,FRA-3SA-010A,FRA-3SA-010A,True
875,CAN-V3SA-010F,CAN-V3SA-010F,True
876,CAN-V3SA-98B,CAN-V3SA-98B,True
877,ING-V3SA-005B,ING-V3SA-005B,True
878,CAN-V3SA-092A,CAN-V3SA-092A,True
879,CAN-V3SA-092A,CAN-V3SA-092A,True
880,FRA-V3SA-014A,FRA-V3SA-014A,True
881,HUN-5SA-002A,HUN-5SA-002A,True
882,MEX-V5SA-035,MEX-V5SA-035,True
883,EUA-V3SA-196,EUA-V3SA-196,True
884,FRA-V3SA-073,FRA-V3SA-073,True
885,CAN-V3SA-011E,CAN-V3SA-011E,True
886,ESP-5SA-027A,ESP-5SA-027A,True
887,ESP-V5SA-075,ESP-V5SA-075,True
888,EUA-V5SA-285E,EUA-V5SA-285E,True
889,MEX-V5SA-029A,MEX-V5SA-029A,True
890,EUA-V5SA-069,EUA-V5SA-069,True
891,EUA-V5SA-209B,EUA-V5SA-209B,True
892,FRA-V5SA-070,FRA-V5SA-070,True
893,CHN-V3SA-002,CHN-V3SA-002,True
894,EUA-V3SA-339B,EUA-V3SA-339B,True
895,ESP-V5SA-062F,ESP-V5SA-062F,True
896,CZE-V5SA-001D,CZE-V5SA-001D,True
897,ESP-V5SA-027B,ESP-V5SA-027B,True
898,ESP-V5SA-027B,ESP-V5SA-027B,True
899,CZE-V5CE-10A,CZE-V5CE-10A,True
900,ESP-V5SA-062E,ESP-V5SA-062E,True
901,CZE-V5CE-10A,CZE-V5CE-10A,True
902,ESP-V5SA-095H,ESP-V5SA-095H,True
903,CZE-V5SA-007,CZE-V5SA-007,True
904,ESP-V5SA-062H,ESP-V5SA-062H,True
905,FRA-V5SA-109B,FRA-V5SA-109B,True
906,POR-V5SA-004,POR-V5SA-004,True
907,SVN-V5SA-001D,SVN-V5SA-001D,True
908,EUA-V5SA-069,EUA-V5SA-069,True
909,CZE-V5SA-001E,CZE-V5SA-001E,True
910,EUA-V5SA-209B,EUA-V5SA-209B,True
911,COL-V5SA-013,COL-V5SA-013,True
912,CAN-V5SA-060C,CAN-V5SA-060C,True
913,EUA-V5SA-069,EUA-V5SA-069,True
914,ARG-V5SA-028A,ARG-V5SA-028A,True
915,SUI-V5SA-004B,SUI-V5SA-004B,True
916,ESP-V5SA-027B,ESP-V5SA-027B,True
917,CZE-V5SA-001D,CZE-V5SA-001D,True
918,ESP-V5SA-321A,ESP-V5SA-321A,True
919,COL-V5SA-013,COL-V5SA-013,True
920,CHN-V5SA-005A,CHN-V5SA-005A,True
921,EUA-V5SA-069,EUA-V5SA-069,True
922,CAN-V5SA-063L,CAN-V5SA-063L,True
923,CAN-V5SA-060C,CAN-V5SA-060C,True
924,ING-3SA-026,ING-3SA-026,True
925,CHL-V5SA-012B,CHL-V5SA-012B,True
926,ESP-V5SA-321A,ESP-V5SA-321A,True
927,SVK-V5SA-001D,SVK-V5SA-001D,True
928,EUA-V5SA-274A,EUA-V5SA-274A,True
929,ESP-V5SA-062E,ESP-V5SA-062E,True
930,CAN-5INT-071,CAN-5INT-071,True
931,SER-V5SA-001A,SER-V5SA-001A,True
932,ITA-3SA-015B,ITA-3SA-015B,True
933,CHL-V5SA-012B,CHL-V5SA-012B,True
934,ESP-V5SA-062E,ESP-V5SA-062E,True
935,EUA-V5SA-320A,EUA-V5SA-320A,True
936,CAN-V5SA-060C,CAN-V5SA-060C,True
937,ESP-V5SA-095H,ESP-V5SA-095H,True
938,CZE-V5SA-010A,CZE-V5SA-010A,True
939,EUA-V5SA-329H,EUA-V5SA-329H,True
940,POR-V5SA-004,POR-V5SA-004,True
941,CRO-V5SA-002,CRO-V5SA-002,True
942,CAN-5INT-070,EUA-5INT-201,False
943,CHL-5INT-001F,CHL-5INT-001F,True
944,TAI-5SA-001,TAI-5SA-001,True
945,CAN-5SA-060B,CAN-5SA-060B,True
946,ESP-5SA-057A,ESP-5SA-057A,True
947,ESP-5INT-091,ESP-5INT-010,False
948,MEX-I3SA-325A,MEX-I3SA-325A,True
949,COL-I5SA-013B,COL-I5SA-013B,True
950,COL-I5SA-013B,COL-I5SA-013B,True
951,MEX-I3SA-325C,MEX-I3SA-325C,True
952,MEX-I3SA-335A,MEX-I3SA-335A,True
953,MEX-I3SA-335A,MEX-I3SA-335A,True
954,ESP-5INT-091,ESP-5INT-091,True
955,CZE-I5SA-001A,CZE-I5SA-001A,True
956,COL-I5SA-013B,COL-I5SA-013B,True
957,ESP-I5SA-027C,ESP-I5SA-027C,True
958,SUI-3SA-009A,SUI-3SA-009A,True
959,SUI-3SA-009A,SUI-3SA-009A,True
960,ALE-3SA-014C,ALE-3SA-014C,True
961,SUI-3SA-009A,SUI-3SA-009A,True
962,SUI-3SA-009A,SUI-3SA-009A,True
963,ALE-3SA-014C,ALE-3SA-014C,True
964,ING-3SA-005,ING-3SA-005,True
965,ITA-3SA-015B,ITA-3SA-015B,True
966,EUA-3SA-330B,EUA-3SA-330B,True
967,AUS-3SA-050A,AUS-3SA-050A,True
968,SUI-5SA-002C,SUI-5SA-002C,True
969,ING-5INT-025,ING-5INT-025,True
970,MEX-5PP-261A,MEX-5PP-261A,True
971,ESP-5SA-010,ESP-5SA-010,True
972,SUI-5SA-002B,SUI-5SA-002B,True
973,ESP-5SA-017,ESP-5SA-017,True
974,ESP-5SA-066,ESP-5SA-066,True
975,ESP-5SA-066,ESP-5SA-066,True
976,ESP-5SA-066,ESP-5SA-066,True
977,SVK-5SA-001,SVK-5SA-001,True
978,ING-V5SA-047,ING-V5SA-047,True
979,ING-V5SA-047,ING-V5SA-047,True
980,ING-V5SA-047,ING-V5SA-047,True
981,ESP-V3SA-038C,ESP-V3SA-038C,True
982,ESP-V3SA-038C,ESP-V3SA-038C,True
983,ESP-V3SA-038H,ESP-V3SA-038H,True
984,ESP-V3SA-038H,ESP-V3SA-038H,True
985,FRA-V3SA-010I,FRA-V3SA-010I,True
986,CAN-V3SA-080B,CAN-V3SA-080B,True
987,CAN-V3SA-008B,CAN-V3SA-008B,True
988,ESP-V5SA-062E,ESP-V5SA-062E,True
989,EUA-V5SA-329J,EUA-V5SA-329J,True
990,CAN-3SA-008,CAN-3SA-008,True
991,ESP-V5SA-064A,ESP-V5SA-064A,True
992,CAN-V3SA-010F,CAN-V3SA-010F,True
993,CAN-V3SA-010F,CAN-V3SA-010F,True
994,CAN-V3SA-010F,CAN-V3SA-010F,True
995,CAN-V3SA-98B,CAN-V3SA-98B,True
996,EUA-V3SA-274C,EUA-V3SA-274C,True
997,CAN-3SA-011A,CAN-3SA-011A,True
998,FRA-3SA-096A,FRA-3SA-096A,True
999,ITA-3SA-015B,ITA-3SA-015B,True
1000,CZE-V5SA-010A,CZE-V5SA-010A,True
1001,ITA-3SA-015B,ITA-3SA-015B,True
1002,CZE-V5SA-001E,CZE-V5SA-001E,True
1003,CAN-V5SA-019,CAN-V5SA-019,True
1004,CZE-V5SA-001E,CZE-V5SA-001E,True
1005,CZE-V5SA-001E,CZE-V5SA-001E,True
1006,POL-V5SA-010A,POL-V5SA-010A,True
1007,ESP-V5SA-038B,ESP-V5SA-038B,True
1008,ALE-V3SA-325A,ALE-V3SA-325A,True
1009,MEX-V3SA-344A,MEX-V3SA-344A,True
1010,MEX-V3SA-344C,MEX-V3SA-344C,True
1011,ALE-V3SA-035A,ALE-V3SA-035A,True
1012,ALE-V3SA-035A,ALE-V3SA-035A,True
1013,FRA-V3SA-121,FRA-V3SA-121,True
1014,ALE-V3SA-035A,ALE-V3SA-035A,True
1015,ALE-V3SA-035A,ALE-V3SA-035A,True
1016,ALE-V3SA-035A,ALE-V3SA-035A,True
1017,CAN-3SA-009C,CAN-3SA-009C,True
1018,CAN-3SA-009C,CAN-3SA-009C,True
1019,EUA-V5SA-285C,EUA-V5SA-285C,True
1020,ALE-V3SA-035A,ALE-V3SA-035A,True
1021,SVK-V5SA-001D,SVK-V5SA-001D,True
1022,SVK-5SA-001,SVK-5SA-001,True
1023,FRA-V3SA-014A,FRA-V3SA-014A,True
1024,MEX-V3SA-344C,MEX-V3SA-344C,True
1025,AUS-V3SA-003,AUS-V3SA-003,True
1026,FRA-V3SA-075A,FRA-V3SA-075A,True
1027,CHL-V5SA-012B,CHL-V5SA-012B,True
1028,ING-V3SA-002D,ING-V3SA-002D,True
1029,ESP-V5SA-095H,ESP-V5SA-095H,True
1030,CAN-V5SA-076A,CAN-V5SA-076A,True
